day_index,hour,node_id,channel,rssi_dbm,occupied,sensing_confidence,split,dow
0,0,NODE2,CH40,-102.32,0,0.379,train,0
0,0,NODE3,CH40,-92.62,0,0.475,train,0
0,0,NODE4,CH40,-86.79,0,0.716,train,0
0,0,NODE5,CH40,-91.99,0,0.423,train,0
0,0,NODE6,CH40,-95.87,0,0.373,train,0
0,0,NODE7,CH40,-99.74,0,0.774,train,0
0,0,NODE8,CH40,-95.86,0,0.814,train,0
0,1,NODE1,CH21,-91.43,0,0.662,train,0
0,1,NODE2,CH21,-104.18,0,0.449,train,0
0,1,NODE3,CH21,-100.09,0,0.492,train,0
0,1,NODE4,CH21,-97.19,0,0.794,train,0
0,1,NODE5,CH21,-99.7,0,0.436,train,0
0,1,NODE6,CH21,-99.67,0,0.426,train,0
0,1,NODE7,CH21,-99.05,0,0.685,train,0
0,1,NODE8,CH21,-102.12,0,0.74,train,0
0,1,NODE1,CH22,-97.1,0,0.688,train,0
0,1,NODE2,CH22,-101.86,0,0.374,train,0
0,1,NODE3,CH22,-95.98,0,0.509,train,0
0,1,NODE4,CH22,-100.26,0,0.744,train,0
0,1,NODE5,CH22,-96.78,0,0.379,train,0
0,1,NODE6,CH22,-94.34,0,0.425,train,0
0,1,NODE7,CH22,-94.51,0,0.729,train,0
0,1,NODE8,CH22,-93.58,0,0.763,train,0
0,1,NODE1,CH23,-96.89,0,0.695,train,0
0,1,NODE2,CH23,-96.8,0,0.393,train,0
0,1,NODE3,CH23,-96.78,0,0.557,train,0
0,1,NODE4,CH23,-97.13,0,0.778,train,0
0,1,NODE5,CH23,-97.64,0,0.368,train,0
0,1,NODE6,CH23,-98.7,0,0.438,train,0
0,1,NODE7,CH23,-90.88,0,0.726,train,0
0,1,NODE8,CH23,-96.99,0,0.774,train,0
0,1,NODE1,CH24,-93.89,0,0.687,train,0
0,1,NODE2,CH24,-100.34,0,0.406,train,0
0,1,NODE3,CH24,-96.0,0,0.507,train,0
0,1,NODE4,CH24,-99.64,0,0.747,train,0
0,1,NODE5,CH24,-99.51,0,0.377,train,0
0,1,NODE6,CH24,-97.38,0,0.473,train,0
0,1,NODE7,CH24,-97.29,0,0.69,train,0
0,1,NODE8,CH24,-91.85,0,0.813,train,0
0,1,NODE1,CH25,-97.69,0,0.0,train,0
0,1,NODE2,CH25,-97.27,0,0.39,train,0
0,1,NODE3,CH25,-88.33,0,0.524,train,0
0,1,NODE4,CH25,-92.56,0,0.815,train,0
0,1,NODE5,CH25,-97.98,0,0.412,train,0
0,1,NODE6,CH25,-94.82,0,0.414,train,0
0,1,NODE7,CH25,-97.23,0,0.73,train,0
0,1,NODE8,CH25,-99.55,0,0.804,train,0
0,1,NODE1,CH26,-97.57,0,0.686,train,0
0,1,NODE2,CH26,-95.32,0,0.382,train,0
0,1,NODE3,CH26,-98.32,0,0.493,train,0
0,1,NODE4,CH26,-100.02,0,0.765,train,0
0,1,NODE5,CH26,-96.65,0,0.413,train,0
0,1,NODE6,CH26,-98.6,0,0.437,train,0
0,1,NODE7,CH26,-95.25,0,0.712,train,0
0,1,NODE8,CH26,-100.74,0,0.758,train,0
0,1,NODE1,CH27,-99.52,0,0.657,train,0
0,1,NODE2,CH27,-104.93,0,0.382,train,0
0,1,NODE3,CH27,-88.62,0,0.496,train,0
0,1,NODE4,CH27,-97.3,0,0.765,train,0
0,1,NODE5,CH27,-99.18,0,0.36,train,0
0,1,NODE6,CH27,-98.22,0,0.432,train,0
0,1,NODE7,CH27,-97.31,0,0.728,train,0
0,1,NODE8,CH27,-101.79,0,0.744,train,0
0,1,NODE1,CH28,-91.39,0,0.654,train,0
0,1,NODE2,CH28,-99.28,0,0.449,train,0
0,1,NODE3,CH28,-98.79,0,0.527,train,0
0,1,NODE4,CH28,-98.54,0,0.797,train,0
0,1,NODE5,CH28,-98.83,0,0.436,train,0
0,1,NODE6,CH28,-102.21,0,0.394,train,0
0,1,NODE7,CH28,-94.34,0,0.777,train,0
0,1,NODE8,CH28,-99.22,0,0.821,train,0
0,1,NODE1,CH29,-92.8,0,0.71,train,0
0,1,NODE2,CH29,-97.21,0,0.353,train,0
0,1,NODE3,CH29,-98.48,0,0.5,train,0
0,1,NODE4,CH29,-92.91,0,0.765,train,0
0,1,NODE5,CH29,-97.56,0,0.427,train,0
0,1,NODE6,CH29,-97.45,0,0.452,train,0
0,1,NODE7,CH29,-92.09,0,0.671,train,0
0,1,NODE8,CH29,-95.42,0,0.774,train,0
0,1,NODE1,CH30,-42.41,1,0.716,train,0
0,1,NODE2,CH30,-50.82,1,0.427,train,0
0,1,NODE3,CH30,-48.59,1,0.511,train,0
0,1,NODE4,CH30,-39.02,1,0.82,train,0
0,1,NODE5,CH30,-50.61,1,0.382,train,0
0,1,NODE6,CH30,-49.15,1,0.394,train,0
0,1,NODE7,CH30,-45.82,1,0.733,train,0
0,1,NODE8,CH30,-39.92,1,0.784,train,0
0,1,NODE1,CH31,-96.1,0,0.705,train,0
0,1,NODE2,CH31,-97.23,0,0.391,train,0
0,1,NODE3,CH31,-99.37,0,0.514,train,0
0,1,NODE4,CH31,-90.68,0,0.771,train,0
0,1,NODE5,CH31,-103.84,0,0.418,train,0
0,1,NODE6,CH31,-93.65,0,0.416,train,0
0,1,NODE7,CH31,-95.48,0,0.69,train,0
0,1,NODE8,CH31,-93.92,0,0.828,train,0
0,1,NODE1,CH32,-93.52,0,0.715,train,0
0,1,NODE2,CH32,-97.22,0,0.395,train,0
0,1,NODE3,CH32,-98.01,0,0.499,train,0
0,1,NODE4,CH32,-97.73,0,0.811,train,0
0,1,NODE5,CH32,-98.73,0,0.427,train,0
0,1,NODE6,CH32,-99.62,0,0.465,train,0
0,1,NODE7,CH32,-93.29,0,0.746,train,0
0,1,NODE8,CH32,-99.52,0,0.779,train,0
0,1,NODE1,CH33,-94.08,0,0.645,train,0
0,1,NODE2,CH33,-99.36,0,0.387,train,0
0,1,NODE3,CH33,-97.08,0,0.496,train,0
0,1,NODE4,CH33,-96.29,0,0.85,train,0
0,1,NODE5,CH33,-100.45,0,0.422,train,0
0,1,NODE6,CH33,-95.36,0,0.417,train,0
0,1,NODE7,CH33,-98.62,0,0.698,train,0
0,1,NODE8,CH33,-91.03,0,0.792,train,0
0,1,NODE1,CH34,-95.64,0,0.712,train,0
0,1,NODE2,CH34,-99.06,0,0.344,train,0
0,1,NODE3,CH34,-99.64,0,0.473,train,0
0,1,NODE4,CH34,-98.19,0,0.793,train,0
0,1,NODE5,CH34,-97.55,0,0.367,train,0
0,1,NODE6,CH34,-95.09,0,0.453,train,0
0,1,NODE7,CH34,-93.0,0,0.758,train,0
0,1,NODE8,CH34,-89.81,0,0.802,train,0
0,1,NODE1,CH35,-97.28,0,0.715,train,0
0,1,NODE2,CH35,-97.57,0,0.385,train,0
0,1,NODE3,CH35,-99.08,0,0.51,train,0
0,1,NODE4,CH35,-97.55,0,0.821,train,0
0,1,NODE5,CH35,-95.6,0,0.424,train,0
0,1,NODE6,CH35,-98.26,0,0.426,train,0
0,1,NODE7,CH35,-96.42,0,0.742,train,0
0,1,NODE8,CH35,-100.04,0,0.838,train,0
0,1,NODE1,CH36,-96.98,0,0.638,train,0
0,1,NODE2,CH36,-102.75,0,0.432,train,0
0,1,NODE3,CH36,-96.66,0,0.502,train,0
0,1,NODE4,CH36,-96.8,0,0.736,train,0
0,1,NODE5,CH36,-99.75,0,0.39,train,0
0,1,NODE6,CH36,-98.42,0,0.434,train,0
0,1,NODE7,CH36,-90.89,0,0.704,train,0
0,1,NODE8,CH36,-92.9,0,0.816,train,0
0,1,NODE1,CH37,-93.2,0,0.639,train,0
0,1,NODE2,CH37,-96.97,0,0.316,train,0
0,1,NODE3,CH37,-94.06,0,0.482,train,0
0,1,NODE4,CH37,-95.95,0,0.809,train,0
0,1,NODE5,CH37,-99.45,0,0.363,train,0
0,1,NODE6,CH37,-93.89,0,0.428,train,0
0,1,NODE7,CH37,-98.29,0,0.749,train,0
0,1,NODE8,CH37,-96.03,0,0.751,train,0
0,1,NODE1,CH38,-98.33,0,0.688,train,0
0,1,NODE2,CH38,-97.69,0,0.393,train,0
0,1,NODE3,CH38,-98.01,0,0.467,train,0
0,1,NODE4,CH38,-94.39,0,0.767,train,0
0,1,NODE5,CH38,-98.91,0,0.385,train,0
0,1,NODE6,CH38,-94.75,0,0.407,train,0
0,1,NODE7,CH38,-95.88,0,0.716,train,0
0,1,NODE8,CH38,-98.51,0,0.806,train,0
0,1,NODE1,CH39,-97.08,0,0.646,train,0
0,1,NODE2,CH39,-96.2,0,0.383,train,0
0,1,NODE3,CH39,-100.15,0,0.493,train,0
0,1,NODE4,CH39,-96.49,0,0.761,train,0
0,1,NODE5,CH39,-98.81,0,0.404,train,0
0,1,NODE6,CH39,-101.93,0,0.427,train,0
0,1,NODE7,CH39,-102.24,0,0.699,train,0
0,1,NODE8,CH39,-95.37,0,0.827,train,0
0,1,NODE1,CH40,-93.4,0,0.645,train,0
0,1,NODE2,CH40,-94.73,0,0.35,train,0
0,1,NODE3,CH40,-97.72,0,0.506,train,0
0,1,NODE4,CH40,-90.92,0,0.781,train,0
0,1,NODE5,CH40,-94.69,0,0.413,train,0
0,1,NODE6,CH40,-101.93,0,0.437,train,0
0,1,NODE7,CH40,-95.55,0,0.726,train,0
0,1,NODE8,CH40,-97.12,0,0.768,train,0
0,2,NODE1,CH21,-96.03,0,0.73,train,0
0,2,NODE2,CH21,-100.61,0,0.421,train,0
0,2,NODE3,CH21,-94.5,0,0.481,train,0
0,2,NODE4,CH21,-101.15,0,0.801,train,0
0,2,NODE5,CH21,-99.07,0,0.419,train,0
0,2,NODE6,CH21,-97.83,0,0.449,train,0
0,2,NODE7,CH21,-96.56,0,0.681,train,0
0,2,NODE8,CH21,-97.12,0,0.8,train,0
0,2,NODE1,CH22,-95.38,0,0.717,train,0
0,2,NODE2,CH22,-97.49,0,0.384,train,0
0,2,NODE3,CH22,-98.73,0,0.449,train,0
0,2,NODE4,CH22,-97.62,0,0.816,train,0
0,2,NODE5,CH22,-100.09,0,0.403,train,0
0,2,NODE6,CH22,-98.05,0,0.398,train,0
0,2,NODE7,CH22,-100.41,0,0.702,train,0
0,2,NODE8,CH22,-97.57,0,0.805,train,0
0,2,NODE1,CH23,-101.44,0,0.694,train,0
0,2,NODE2,CH23,-99.17,0,0.46,train,0
0,2,NODE3,CH23,-99.04,0,0.503,train,0
0,2,NODE4,CH23,-92.77,0,0.781,train,0
0,2,NODE5,CH23,-95.27,0,0.363,train,0
0,2,NODE6,CH23,-98.7,0,0.41,train,0
0,2,NODE7,CH23,-94.34,0,0.72,train,0
0,2,NODE8,CH23,-99.18,0,0.747,train,0
0,2,NODE1,CH24,-92.75,0,0.732,train,0
0,2,NODE2,CH24,-95.1,0,0.412,train,0
0,2,NODE3,CH24,-97.27,0,0.489,train,0
0,2,NODE4,CH24,-94.96,0,0.836,train,0
0,2,NODE5,CH24,-97.82,0,0.419,train,0
0,2,NODE6,CH24,-99.06,0,0.424,train,0
0,2,NODE7,CH24,-101.99,0,0.743,train,0
0,2,NODE8,CH24,-94.81,0,0.775,train,0
0,2,NODE1,CH25,-99.23,0,0.649,train,0
0,2,NODE2,CH25,-101.5,0,0.388,train,0
0,2,NODE3,CH25,-104.12,0,0.509,train,0
0,2,NODE4,CH25,-100.95,0,0.747,train,0
0,2,NODE5,CH25,-99.43,0,0.434,train,0
0,2,NODE6,CH25,-95.89,0,0.414,train,0
0,2,NODE7,CH25,-98.89,0,0.748,train,0
0,2,NODE8,CH25,-92.26,0,0.779,train,0
0,2,NODE1,CH26,-98.5,0,0.729,train,0
0,2,NODE2,CH26,-95.36,0,0.423,train,0
0,2,NODE3,CH26,-94.1,0,0.509,train,0
0,2,NODE4,CH26,-92.61,0,0.78,train,0
0,2,NODE5,CH26,-97.01,0,0.348,train,0
0,2,NODE6,CH26,-91.59,0,0.363,train,0
0,2,NODE7,CH26,-98.87,0,0.719,train,0
0,2,NODE8,CH26,-97.36,0,0.795,train,0
0,2,NODE1,CH27,-96.89,0,0.62,train,0
0,2,NODE2,CH27,-99.0,0,0.473,train,0
0,2,NODE3,CH27,-102.7,0,0.525,train,0
0,2,NODE4,CH27,-99.51,0,0.83,train,0
0,2,NODE5,CH27,-103.34,0,0.42,train,0
0,2,NODE6,CH27,-97.39,0,0.332,train,0
0,2,NODE7,CH27,-96.73,0,0.684,train,0
0,2,NODE8,CH27,-96.35,0,0.797,train,0
0,2,NODE1,CH28,-93.88,0,0.683,train,0
0,2,NODE2,CH28,-98.53,0,0.422,train,0
0,2,NODE3,CH28,-99.39,0,0.493,train,0
0,2,NODE4,CH28,-97.99,0,0.746,train,0
0,2,NODE5,CH28,-98.9,0,0.394,train,0
0,2,NODE6,CH28,-103.24,0,0.418,train,0
0,2,NODE7,CH28,-101.38,0,0.678,train,0
0,2,NODE8,CH28,-94.62,0,0.769,train,0
0,2,NODE1,CH29,-102.54,0,0.708,train,0
0,2,NODE2,CH29,-96.56,0,0.411,train,0
0,2,NODE3,CH29,-96.86,0,0.473,train,0
0,2,NODE4,CH29,-95.75,0,0.77,train,0
0,2,NODE5,CH29,-99.2,0,0.447,train,0
0,2,NODE6,CH29,-102.26,0,0.399,train,0
0,2,NODE7,CH29,-94.32,0,0.745,train,0
0,2,NODE8,CH29,-93.2,0,0.788,train,0
0,2,NODE1,CH30,-98.66,0,0.701,train,0
0,2,NODE2,CH30,-97.68,0,0.423,train,0
0,2,NODE3,CH30,-96.68,0,0.508,train,0
0,2,NODE4,CH30,-92.87,0,0.783,train,0
0,2,NODE5,CH30,-90.84,0,0.439,train,0
0,2,NODE6,CH30,-95.82,0,0.401,train,0
0,2,NODE7,CH30,-94.49,0,0.733,train,0
0,2,NODE8,CH30,-93.96,0,0.849,train,0
0,2,NODE1,CH31,-96.08,0,0.657,train,0
0,2,NODE2,CH31,-96.98,0,0.361,train,0
0,2,NODE3,CH31,-97.89,0,0.53,train,0
0,2,NODE4,CH31,-94.51,0,0.796,train,0
0,2,NODE5,CH31,-95.9,0,0.417,train,0
0,2,NODE6,CH31,-100.95,0,0.425,train,0
0,2,NODE7,CH31,-100.14,0,0.758,train,0
0,2,NODE8,CH31,-96.11,0,0.794,train,0
0,2,NODE1,CH32,-97.1,0,0.675,train,0
0,2,NODE2,CH32,-100.58,0,0.437,train,0
0,2,NODE3,CH32,-96.85,0,0.511,train,0
0,2,NODE4,CH32,-92.84,0,0.758,train,0
0,2,NODE5,CH32,-101.96,0,0.433,train,0
0,2,NODE6,CH32,-98.52,0,0.442,train,0
0,2,NODE7,CH32,-98.19,0,0.696,train,0
0,2,NODE8,CH32,-92.5,0,0.81,train,0
0,2,NODE1,CH33,-95.06,0,0.669,train,0
0,2,NODE2,CH33,-96.36,0,0.374,train,0
0,2,NODE3,CH33,-100.81,0,0.557,train,0
0,2,NODE4,CH33,-93.34,0,0.778,train,0
0,2,NODE5,CH33,-98.43,0,0.466,train,0
0,2,NODE6,CH33,-93.92,0,0.443,train,0
0,2,NODE7,CH33,-98.46,0,0.698,train,0
0,2,NODE8,CH33,-99.15,0,0.0,train,0
0,2,NODE1,CH34,-40.26,1,0.671,train,0
0,2,NODE2,CH34,-49.05,1,0.395,train,0
0,2,NODE3,CH34,-48.85,1,0.495,train,0
0,2,NODE4,CH34,-37.71,1,0.787,train,0
0,2,NODE5,CH34,-49.4,1,0.425,train,0
0,2,NODE6,CH34,-52.46,1,0.433,train,0
0,2,NODE7,CH34,-42.08,1,0.711,train,0
0,2,NODE8,CH34,-38.77,1,0.786,train,0
0,2,NODE1,CH35,-102.9,0,0.677,train,0
0,2,NODE2,CH35,-96.11,0,0.45,train,0
0,2,NODE3,CH35,-99.28,0,0.458,train,0
0,2,NODE4,CH35,-96.2,0,0.76,train,0
0,2,NODE5,CH35,-95.04,0,0.41,train,0
0,2,NODE6,CH35,-97.53,0,0.408,train,0
0,2,NODE7,CH35,-99.19,0,0.663,train,0
0,2,NODE8,CH35,-92.35,0,0.783,train,0
0,2,NODE1,CH36,-42.15,1,0.694,train,0
0,2,NODE2,CH36,-47.68,1,0.398,train,0
0,2,NODE3,CH36,-47.32,1,0.465,train,0
0,2,NODE4,CH36,-39.36,1,0.811,train,0
0,2,NODE5,CH36,-49.47,1,0.426,train,0
0,2,NODE6,CH36,-48.48,1,0.42,train,0
0,2,NODE7,CH36,-42.03,1,0.703,train,0
0,2,NODE8,CH36,-38.38,1,0.779,train,0
0,2,NODE1,CH37,-100.85,0,0.713,train,0
0,2,NODE2,CH37,-97.17,0,0.39,train,0
0,2,NODE3,CH37,-99.58,0,0.53,train,0
0,2,NODE4,CH37,-96.08,0,0.792,train,0
0,2,NODE5,CH37,-105.92,0,0.409,train,0
0,2,NODE6,CH37,-97.15,0,0.429,train,0
0,2,NODE7,CH37,-96.16,0,0.733,train,0
0,2,NODE8,CH37,-95.43,0,0.776,train,0
0,2,NODE1,CH38,-96.95,0,0.71,train,0
0,2,NODE2,CH38,-96.72,0,0.368,train,0
0,2,NODE3,CH38,-97.16,0,0.495,train,0
0,2,NODE4,CH38,-96.31,0,0.741,train,0
0,2,NODE5,CH38,-96.08,0,0.374,train,0
0,2,NODE6,CH38,-98.09,0,0.431,train,0
0,2,NODE7,CH38,-96.89,0,0.7,train,0
0,2,NODE8,CH38,-93.28,0,0.794,train,0
0,2,NODE1,CH39,-99.71,0,0.634,train,0
0,2,NODE2,CH39,-99.09,0,0.397,train,0
0,2,NODE3,CH39,-96.3,0,0.453,train,0
0,2,NODE4,CH39,-92.52,0,0.765,train,0
0,2,NODE5,CH39,-103.06,0,0.403,train,0
0,2,NODE6,CH39,-95.51,0,0.422,train,0
0,2,NODE7,CH39,-92.8,0,0.698,train,0
0,2,NODE8,CH39,-96.2,0,0.775,train,0
0,2,NODE1,CH40,-96.4,0,0.651,train,0
0,2,NODE2,CH40,-94.69,0,0.443,train,0
0,2,NODE3,CH40,-95.87,0,0.491,train,0
0,2,NODE4,CH40,-101.13,0,0.744,train,0
0,2,NODE5,CH40,-99.58,0,0.48,train,0
0,2,NODE6,CH40,-97.98,0,0.392,train,0
0,2,NODE7,CH40,-96.74,0,0.672,train,0
0,2,NODE8,CH40,-94.23,0,0.79,train,0
0,3,NODE1,CH21,-46.8,1,0.732,train,0
0,3,NODE2,CH21,-50.04,1,0.393,train,0
0,3,NODE3,CH21,-47.39,1,0.542,train,0
0,3,NODE4,CH21,-41.31,1,0.825,train,0
0,3,NODE5,CH21,-49.93,1,0.451,train,0
0,3,NODE6,CH21,-49.19,1,0.404,train,0
0,3,NODE7,CH21,-44.61,1,0.724,train,0
0,3,NODE8,CH21,-39.89,1,0.779,train,0
0,3,NODE1,CH22,-96.27,0,0.693,train,0
0,3,NODE2,CH22,-94.72,0,0.413,train,0
0,3,NODE3,CH22,-105.36,0,0.498,train,0
0,3,NODE4,CH22,-89.76,0,0.763,train,0
0,3,NODE5,CH22,-97.07,0,0.353,train,0
0,3,NODE6,CH22,-96.42,0,0.448,train,0
0,3,NODE7,CH22,-98.17,0,0.704,train,0
0,3,NODE8,CH22,-98.39,0,0.796,train,0
0,3,NODE1,CH23,-100.07,0,0.669,train,0
